department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
RandD,medium,266,3,60.0,60.0,3,0,0
technical,low,272,4,90.0,81.0,3,0,0
sales,low,270,3,89.0,92.0,2,0,0
sales,low,278,4,54.0,93.0,2,1,0
sales,low,263,3,99.0,55.0,3,0,0
sales,low,282,4,66.0,56.0,3,0,0
sales,medium,273,4,92.0,64.0,2,0,0
sales,high,284,4,19.0,72.0,3,0,0
sales,medium,273,5,39.0,37.0,4,0,0
accounting,medium,261,3,41.0,68.0,4,0,0
hr,low,292,3,60.0,49.0,2,0,0
technical,medium,278,4,95.0,54.0,4,0,0
support,high,274,2,51.0,87.0,4,0,0
support,low,271,2,54.0,74.0,3,0,0
support,low,286,5,16.0,54.0,5,0,0
support,low,269,3,98.0,77.0,2,0,0
IT,medium,288,3,65.0,75.0,3,0,0
product_mng,medium,281,3,38.0,50.0,3,0,0
product_mng,medium,279,4,95.0,71.0,4,0,0
RandD,high,265,5,60.0,62.0,2,0,0
marketing,medium,258,3,78.0,91.0,2,0,0
support,low,279,6,19.0,63.0,6,0,0
marketing,low,287,4,56.0,99.0,3,0,0
sales,low,268,4,21.0,71.0,2,0,0
sales,low,289,3,83.0,71.0,4,0,0
sales,low,274,3,50.0,64.0,2,1,0
accounting,medium,259,5,74.0,87.0,3,0,0
technical,low,276,4,75.0,83.0,4,0,0
technical,low,270,4,85.0,66.0,4,0,0
support,low,283,3,93.0,59.0,2,0,0
support,low,260,3,76.0,70.0,2,0,0
support,low,278,3,91.0,78.0,3,1,0
technical,low,265,6,22.0,54.0,4,0,0
IT,medium,291,5,78.0,52.0,3,1,0
RandD,medium,269,4,53.0,80.0,3,1,0
RandD,medium,278,4,58.0,69.0,3,0,0
marketing,medium,282,3,99.0,81.0,2,0,0
support,low,294,4,62.0,64.0,3,0,0
marketing,low,271,3,59.0,69.0,3,0,0
sales,low,277,5,13.0,76.0,4,0,0
sales,low,270,4,19.0,63.0,6,0,0
sales,low,280,2,94.0,99.0,4,0,0
sales,medium,293,4,53.0,96.0,2,0,0
sales,medium,272,5,96.0,85.0,2,0,0
sales,medium,283,4,62.0,87.0,3,1,0
accounting,medium,278,4,81.0,86.0,3,0,0
hr,medium,259,4,63.0,78.0,3,0,0
technical,low,277,5,92.0,68.0,4,0,0
technical,low,262,4,83.0,74.0,2,0,0
technical,low,269,5,49.0,37.0,3,0,0
support,low,287,4,80.0,66.0,3,0,0
support,low,274,4,54.0,76.0,2,0,0
support,low,282,3,37.0,72.0,2,1,0
support,low,277,5,93.0,56.0,3,0,0
technical,low,291,5,88.0,99.0,2,0,0
product_mng,medium,267,3,79.0,87.0,2,0,0
product_mng,medium,260,4,65.0,88.0,3,0,0
IT,medium,286,4,72.0,70.0,3,0,0
RandD,high,291,3,58.0,49.0,3,0,0
RandD,low,283,2,37.0,51.0,3,0,0
RandD,medium,282,4,87.0,97.0,3,0,0
sales,medium,267,6,63.0,72.0,4,0,0
technical,low,290,3,72.0,79.0,3,0,0
sales,low,278,3,36.0,55.0,3,0,0
sales,medium,282,4,96.0,70.0,3,0,0
sales,medium,285,2,52.0,37.0,2,0,0
sales,medium,254,5,16.0,83.0,4,0,0
hr,medium,289,4,63.0,55.0,3,1,0
technical,medium,272,5,92.0,76.0,3,1,0
technical,medium,264,4,82.0,49.0,2,0,0
technical,low,287,4,18.0,54.0,5,0,0
technical,low,295,4,73.0,48.0,2,0,0
support,low,263,5,44.0,61.0,6,0,0
support,low,267,4,73.0,62.0,4,0,0
support,low,281,4,62.0,95.0,2,0,0
support,low,262,4,94.0,80.0,3,1,0
technical,low,276,4,76.0,74.0,3,0,0
technical,low,274,4,89.0,49.0,3,0,0
IT,medium,263,5,90.0,88.0,2,0,0
product_mng,medium,266,5,100.0,93.0,2,0,0
product_mng,medium,291,3,71.0,90.0,3,0,0
RandD,high,281,4,73.0,97.0,3,0,0
marketing,low,290,5,97.0,90.0,3,0,0
sales,medium,289,4,60.0,59.0,3,0,0
sales,medium,280,3,82.0,67.0,3,0,0
sales,medium,276,4,95.0,48.0,2,0,0
sales,medium,255,5,88.0,65.0,3,0,0
sales,medium,269,3,79.0,49.0,3,0,0
hr,medium,284,4,52.0,96.0,2,0,0
hr,medium,285,3,22.0,61.0,5,0,0
technical,high,277,5,59.0,96.0,3,0,0
technical,high,258,2,84.0,64.0,3,0,0
technical,high,288,3,54.0,41.0,3,0,0
support,low,265,4,100.0,86.0,4,0,0
support,low,269,3,93.0,59.0,2,1,0
IT,low,281,3,96.0,55.0,4,1,0
IT,medium,266,5,56.0,41.0,3,0,0
product_mng,medium,280,5,49.0,66.0,3,0,0
product_mng,medium,296,4,89.0,51.0,3,1,0
RandD,medium,272,3,57.0,91.0,2,0,0
accounting,high,277,3,96.0,64.0,2,0,0
technical,high,270,5,65.0,89.0,3,1,0
management,high,289,5,14.0,66.0,4,1,0
marketing,high,274,3,64.0,49.0,3,0,0
sales,low,267,3,98.0,91.0,2,1,0
sales,low,270,4,71.0,59.0,2,0,0
sales,medium,290,5,96.0,49.0,3,0,0
sales,medium,277,4,90.0,57.0,3,1,0
accounting,medium,278,3,52.0,96.0,3,1,0
accounting,medium,279,4,78.0,98.0,2,1,0
hr,medium,267,4,62.0,69.0,3,0,0
technical,medium,283,4,60.0,80.0,2,0,0
technical,medium,276,3,82.0,62.0,6,0,0
technical,medium,271,3,52.0,55.0,2,0,0
support,medium,280,5,13.0,84.0,5,0,0
support,medium,266,3,97.0,93.0,2,0,0
support,low,277,4,63.0,90.0,3,0,0
support,low,286,5,68.0,78.0,3,0,0
technical,low,274,4,74.0,83.0,3,0,0
technical,high,274,4,89.0,57.0,4,0,0
technical,low,263,5,28.0,95.0,3,0,0
product_mng,medium,271,3,61.0,90.0,3,0,0
RandD,medium,275,3,67.0,49.0,3,0,0
RandD,medium,261,3,86.0,64.0,4,0,0
marketing,high,305,3,87.0,93.0,2,0,0
marketing,medium,292,4,70.0,95.0,3,0,0
marketing,medium,250,3,68.0,84.0,3,0,0
sales,low,274,5,69.0,75.0,3,0,0
sales,low,273,3,97.0,83.0,2,0,0
sales,low,273,4,62.0,89.0,2,0,0
sales,high,281,3,55.0,87.0,2,0,0
hr,medium,273,3,61.0,73.0,3,0,0
technical,medium,277,3,15.0,81.0,5,0,0
support,medium,291,3,84.0,86.0,3,0,0
support,medium,259,5,87.0,64.0,2,1,0
support,low,265,4,93.0,86.0,4,0,0
support,high,272,6,14.0,73.0,5,0,0
technical,low,291,3,96.0,70.0,3,0,0
IT,low,281,2,41.0,63.0,2,0,0
product_mng,low,268,6,84.0,96.0,5,0,0
product_mng,medium,274,5,94.0,69.0,2,0,0
RandD,medium,273,6,60.0,86.0,6,0,0
management,medium,299,4,70.0,73.0,3,0,0
sales,low,289,4,29.0,91.0,4,0,0
sales,low,263,2,31.0,51.0,3,0,0
sales,low,274,3,73.0,99.0,3,0,0
sales,low,285,5,51.0,52.0,3,1,0
accounting,low,275,4,58.0,77.0,3,0,0
hr,medium,273,3,59.0,97.0,3,0,0
hr,medium,283,3,95.0,90.0,2,0,0
technical,medium,270,3,84.0,93.0,3,0,0
technical,medium,268,3,28.0,37.0,4,1,0
support,low,275,4,94.0,52.0,6,1,0
support,low,264,4,49.0,59.0,4,0,0
technical,low,279,4,72.0,50.0,2,1,0
IT,low,279,5,19.0,85.0,3,0,0
product_mng,low,273,3,83.0,95.0,2,0,0
RandD,medium,268,4,79.0,92.0,2,1,0
RandD,medium,275,3,72.0,61.0,3,0,0
RandD,medium,283,4,97.0,74.0,2,0,0
RandD,medium,269,4,92.0,83.0,4,0,0
RandD,medium,279,3,95.0,53.0,3,0,0
marketing,medium,274,4,76.0,64.0,2,0,0
sales,medium,286,5,24.0,62.0,4,0,0
marketing,medium,282,4,89.0,99.0,2,0,0
sales,low,275,5,69.0,63.0,4,0,0
sales,low,268,3,92.0,98.0,3,0,0
sales,low,286,4,79.0,61.0,2,0,0
sales,low,272,4,87.0,94.0,3,0,0
technical,medium,288,5,89.0,88.0,2,1,0
technical,medium,270,5,75.0,77.0,4,0,0
technical,medium,284,4,78.0,60.0,3,0,0
technical,medium,277,5,13.0,62.0,3,0,0
technical,medium,281,3,94.0,86.0,3,1,0
technical,low,283,4,94.0,88.0,2,0,0
IT,low,267,5,67.0,60.0,6,0,0
IT,low,270,5,60.0,73.0,3,0,0
IT,low,269,4,62.0,94.0,4,0,0
product_mng,low,277,2,38.0,52.0,3,0,0
IT,medium,286,4,80.0,77.0,3,0,0
RandD,medium,283,3,61.0,42.0,2,0,0
support,low,290,4,61.0,56.0,3,0,0
sales,low,273,4,66.0,80.0,3,0,0
sales,low,272,3,56.0,74.0,2,0,0
hr,medium,287,4,100.0,55.0,4,1,0
hr,medium,286,3,73.0,86.0,4,0,0
technical,medium,259,4,60.0,66.0,4,0,0
technical,medium,274,5,78.0,59.0,3,0,0
technical,medium,278,3,48.0,53.0,4,0,0
support,medium,279,4,90.0,77.0,2,0,0
support,low,262,4,16.0,76.0,4,0,0
support,low,269,3,50.0,75.0,2,0,0
support,low,277,3,66.0,65.0,3,1,0
technical,low,273,2,44.0,37.0,2,0,0
management,low,290,4,95.0,67.0,3,0,0
product_mng,low,281,3,90.0,65.0,2,0,0
RandD,medium,288,4,27.0,48.0,2,0,0
support,high,263,6,51.0,74.0,3,0,0
management,medium,284,3,68.0,76.0,4,0,0
sales,low,269,5,97.0,93.0,2,1,0
sales,medium,266,4,91.0,75.0,3,1,0
sales,medium,264,5,76.0,88.0,4,0,0
sales,medium,294,4,88.0,61.0,4,1,0
sales,medium,261,4,83.0,73.0,2,0,0
accounting,medium,279,3,78.0,54.0,3,0,0
hr,medium,270,2,52.0,38.0,3,0,0
technical,medium,274,4,63.0,49.0,3,0,0
support,high,249,3,90.0,74.0,3,0,0
support,high,251,3,48.0,58.0,3,0,0
support,high,275,5,70.0,60.0,3,0,0
support,low,277,4,68.0,66.0,3,0,0
support,low,278,3,70.0,87.0,2,0,0
technical,low,272,3,77.0,50.0,3,0,0
management,low,279,3,73.0,93.0,2,0,0
product_mng,low,278,4,87.0,48.0,3,0,0
RandD,medium,273,3,65.0,98.0,2,0,0
technical,high,261,2,62.0,70.0,3,0,0
sales,low,282,3,53.0,51.0,2,1,0
sales,medium,297,5,59.0,39.0,4,0,0
accounting,medium,272,2,87.0,72.0,3,0,0
technical,medium,292,3,47.0,53.0,4,0,0
technical,low,287,3,96.0,81.0,3,0,0
technical,low,268,3,79.0,74.0,3,0,0
IT,low,273,3,84.0,60.0,3,1,0
IT,high,286,3,68.0,49.0,3,1,0
IT,high,273,4,86.0,66.0,3,0,0
product_mng,low,268,5,73.0,98.0,2,0,0
product_mng,low,267,2,90.0,67.0,4,0,0
product_mng,low,278,3,63.0,64.0,3,0,0
RandD,medium,280,3,71.0,72.0,2,0,0
management,medium,266,5,71.0,68.0,3,0,0
sales,medium,272,4,95.0,62.0,2,0,0
sales,low,279,4,51.0,86.0,3,1,0
sales,low,279,4,77.0,91.0,3,0,0
sales,low,281,3,48.0,51.0,3,0,0
accounting,low,271,2,93.0,91.0,2,1,0
accounting,low,283,4,83.0,86.0,4,0,0
hr,high,287,5,61.0,73.0,4,0,0
technical,medium,270,4,97.0,89.0,2,0,0
technical,medium,286,3,50.0,81.0,2,0,0
technical,medium,277,3,84.0,54.0,3,0,0
support,medium,285,4,58.0,38.0,5,0,0
support,medium,282,3,59.0,72.0,3,0,0
support,high,274,3,77.0,83.0,3,0,0
technical,low,272,4,78.0,40.0,5,1,0
IT,high,289,4,60.0,96.0,3,1,0
IT,low,266,4,53.0,77.0,2,1,0
product_mng,low,269,3,73.0,69.0,2,0,0
IT,low,294,3,76.0,94.0,3,0,0
RandD,medium,280,6,12.0,61.0,3,0,0
technical,medium,289,3,20.0,98.0,6,0,0
sales,medium,278,4,50.0,77.0,3,0,0
sales,low,268,5,79.0,65.0,2,1,0
sales,low,275,3,96.0,68.0,2,0,0
sales,low,267,5,26.0,69.0,2,0,0
sales,low,286,4,80.0,72.0,3,0,0
accounting,low,267,3,43.0,71.0,2,0,0
hr,low,270,4,87.0,71.0,2,0,0
hr,low,266,4,63.0,75.0,4,0,0
hr,medium,256,3,58.0,48.0,3,1,0
technical,medium,282,4,20.0,42.0,5,0,0
technical,medium,284,4,62.0,71.0,3,0,0
technical,medium,299,5,91.0,94.0,3,0,0
technical,medium,277,3,66.0,91.0,4,0,0
support,low,272,3,53.0,81.0,2,0,0
support,low,268,5,52.0,98.0,2,1,0
support,low,273,6,100.0,88.0,4,0,0
management,low,256,4,73.0,67.0,3,0,0
IT,low,280,3,65.0,67.0,2,1,0
IT,low,286,5,50.0,95.0,3,0,0
product_mng,low,260,4,94.0,59.0,2,0,0
product_mng,low,263,5,48.0,86.0,4,0,0
RandD,medium,277,5,67.0,87.0,2,0,0
management,medium,270,4,73.0,94.0,3,0,0
sales,medium,279,4,63.0,71.0,2,0,0
sales,medium,276,4,84.0,84.0,3,0,0
sales,low,287,6,20.0,94.0,5,0,0
sales,low,266,3,76.0,57.0,3,1,0
sales,low,282,3,55.0,54.0,2,0,0
sales,low,279,4,80.0,55.0,2,1,0
sales,low,262,3,64.0,91.0,3,1,0
sales,low,256,5,59.0,97.0,6,0,0
accounting,low,271,3,92.0,98.0,3,0,0
technical,low,273,3,75.0,76.0,2,1,0
technical,medium,280,5,69.0,74.0,2,0,0
technical,medium,277,3,82.0,93.0,3,0,0
support,medium,284,3,88.0,85.0,3,0,0
support,high,282,3,89.0,91.0,2,0,0
support,medium,271,5,100.0,79.0,5,0,0
support,low,291,4,66.0,91.0,2,1,0
support,low,280,3,76.0,92.0,2,0,0
IT,low,284,5,80.0,62.0,4,1,0
product_mng,low,281,4,58.0,86.0,2,0,0
product_mng,low,272,3,73.0,93.0,3,0,0
marketing,medium,270,5,100.0,73.0,3,1,0
sales,medium,277,4,18.0,90.0,4,0,0
sales,low,274,2,47.0,46.0,2,0,0
sales,low,281,4,92.0,64.0,4,0,0
sales,low,281,4,51.0,50.0,3,0,0
sales,low,268,4,81.0,62.0,4,0,0
sales,low,272,3,52.0,57.0,3,0,0
accounting,low,286,3,95.0,96.0,3,0,0
hr,low,269,4,93.0,64.0,3,0,0
technical,medium,281,4,98.0,67.0,6,0,0
support,low,289,4,79.0,79.0,2,0,0
support,low,273,4,99.0,73.0,4,0,0
management,low,291,5,64.0,90.0,3,0,0
product_mng,low,278,3,54.0,44.0,2,0,0
RandD,low,273,4,79.0,59.0,2,0,0
RandD,medium,263,4,55.0,98.0,2,1,0
RandD,medium,282,4,18.0,81.0,4,0,0
sales,medium,284,4,56.0,81.0,3,1,0
marketing,medium,269,2,92.0,67.0,2,0,0
sales,medium,276,4,99.0,75.0,2,0,0
sales,medium,257,4,77.0,85.0,2,0,0
sales,medium,290,3,49.0,52.0,2,0,0
hr,medium,279,3,98.0,58.0,3,0,0
technical,medium,257,6,18.0,54.0,5,1,0
technical,medium,277,4,80.0,82.0,4,0,0
technical,medium,261,5,81.0,77.0,2,0,0
technical,medium,282,5,13.0,61.0,5,0,0
technical,medium,268,3,58.0,97.0,4,1,0
technical,medium,287,4,75.0,63.0,3,0,0
support,high,272,4,80.0,94.0,4,0,0
management,high,290,4,78.0,60.0,2,0,0
IT,low,284,5,92.0,60.0,3,1,0
IT,low,271,5,85.0,98.0,3,0,0
product_mng,low,293,3,52.0,63.0,3,0,0
product_mng,low,275,3,95.0,84.0,3,1,0
product_mng,low,294,5,81.0,92.0,3,0,0
RandD,low,266,6,16.0,82.0,4,1,0
marketing,medium,269,3,91.0,74.0,2,0,0
support,medium,279,4,62.0,51.0,3,0,0
management,medium,286,5,24.0,42.0,5,0,0
sales,medium,277,3,88.0,51.0,3,0,0
sales,medium,277,3,94.0,73.0,3,0,0
sales,high,253,5,76.0,79.0,4,0,0
sales,high,265,3,49.0,67.0,2,0,0
sales,high,270,4,93.0,90.0,4,0,0
sales,low,292,4,92.0,66.0,3,0,0
accounting,medium,271,4,19.0,94.0,5,0,0
technical,medium,294,3,66.0,76.0,3,0,0
technical,medium,268,4,16.0,94.0,6,0,0
technical,medium,278,5,83.0,99.0,3,0,0
support,medium,277,3,69.0,53.0,3,0,0
support,low,276,3,82.0,53.0,3,1,0
support,medium,292,5,88.0,72.0,2,0,0
management,medium,268,4,31.0,42.0,4,0,0
IT,medium,278,4,83.0,49.0,2,0,0
IT,low,284,5,94.0,52.0,3,0,0
IT,low,296,5,65.0,79.0,3,0,0
product_mng,low,277,4,60.0,60.0,3,0,0
RandD,high,286,3,52.0,43.0,3,0,0
sales,medium,261,4,66.0,89.0,4,0,0
sales,low,297,4,87.0,87.0,3,0,0
hr,low,269,5,20.0,99.0,3,1,0
technical,low,273,4,63.0,91.0,3,1,0
technical,medium,285,4,69.0,98.0,3,0,0
technical,high,265,3,48.0,61.0,3,0,0
technical,medium,278,4,80.0,80.0,4,0,0
support,low,258,5,89.0,74.0,6,0,0
support,medium,284,3,67.0,63.0,3,0,0
technical,medium,281,6,37.0,86.0,3,0,0
technical,medium,278,5,93.0,61.0,3,0,0
product_mng,low,284,3,69.0,52.0,3,0,0
product_mng,high,270,4,16.0,61.0,6,0,0
RandD,low,288,3,81.0,55.0,2,1,0
technical,medium,284,5,97.0,63.0,2,0,0
marketing,medium,287,4,77.0,59.0,2,0,0
sales,medium,279,2,75.0,78.0,3,0,0
sales,low,275,3,88.0,82.0,3,0,0
sales,medium,274,5,43.0,51.0,4,0,0
sales,medium,275,4,99.0,99.0,4,0,0
sales,medium,293,5,59.0,65.0,3,0,0
sales,low,287,4,89.0,71.0,3,0,0
sales,low,257,3,54.0,73.0,3,0,0
sales,low,248,4,32.0,86.0,4,0,0
accounting,low,278,6,17.0,55.0,6,0,0
accounting,low,251,3,78.0,55.0,3,0,0
technical,low,279,3,73.0,68.0,5,0,0
technical,low,275,2,65.0,76.0,5,0,0
technical,low,288,4,80.0,71.0,4,0,0
support,medium,270,3,61.0,86.0,3,0,0
support,medium,273,3,67.0,49.0,3,0,0
support,medium,255,3,63.0,57.0,3,0,0
support,medium,281,4,51.0,58.0,2,1,0
support,low,280,5,82.0,59.0,3,0,0
IT,low,279,5,79.0,67.0,2,0,0
IT,low,283,2,49.0,60.0,5,0,0
product_mng,low,275,3,70.0,59.0,3,0,0
product_mng,low,252,3,13.0,50.0,5,0,0
IT,low,266,5,83.0,52.0,3,0,0
RandD,low,269,3,83.0,91.0,3,0,0
sales,low,263,5,19.0,83.0,4,0,0
sales,medium,262,5,80.0,81.0,2,1,0
sales,medium,267,2,49.0,67.0,8,0,0
sales,medium,259,3,92.0,99.0,8,0,0
sales,low,285,4,81.0,55.0,8,0,0
sales,low,284,3,62.0,91.0,8,0,0
accounting,low,268,3,21.0,70.0,8,0,0
accounting,low,287,5,95.0,74.0,6,0,0
hr,low,300,4,51.0,80.0,6,0,0
technical,low,278,3,52.0,89.0,6,0,0
support,medium,274,3,64.0,56.0,6,0,0
support,medium,281,4,62.0,79.0,6,0,0
IT,low,262,5,73.0,88.0,4,1,0
RandD,low,287,4,32.0,86.0,5,0,0
RandD,low,270,2,78.0,96.0,3,0,0
RandD,low,273,4,65.0,91.0,2,1,0
sales,medium,270,4,56.0,92.0,3,0,0
sales,high,274,3,96.0,89.0,4,0,0
sales,medium,268,4,79.0,82.0,3,0,0
sales,low,259,4,66.0,58.0,3,0,0
accounting,low,276,4,67.0,68.0,3,0,0
accounting,low,285,4,86.0,82.0,2,1,0
accounting,low,290,4,57.0,72.0,2,1,0
hr,low,267,5,86.0,87.0,2,0,0
technical,medium,270,5,52.0,59.0,2,0,0
support,medium,278,4,73.0,61.0,2,1,0
support,medium,277,5,78.0,63.0,3,0,0
support,medium,271,3,95.0,63.0,2,0,0
technical,low,274,3,75.0,61.0,3,0,0
IT,low,277,2,83.0,52.0,2,1,0
product_mng,low,287,4,48.0,100.0,3,0,0
product_mng,low,290,2,30.0,58.0,4,1,0
RandD,low,258,5,72.0,85.0,4,0,0
marketing,medium,261,3,61.0,52.0,3,0,0
sales,medium,290,6,31.0,87.0,3,1,0
sales,high,275,3,62.0,81.0,2,1,0
sales,low,295,3,48.0,49.0,3,0,0
sales,medium,296,4,97.0,89.0,2,1,0
sales,medium,281,4,61.0,83.0,2,0,0
sales,low,274,3,93.0,99.0,3,0,0
hr,medium,272,5,89.0,39.0,2,0,0
technical,medium,280,3,95.0,90.0,3,0,0
technical,medium,273,5,36.0,44.0,3,0,0
support,medium,283,6,29.0,39.0,6,0,0
support,medium,256,4,65.0,83.0,2,0,0
support,medium,287,4,72.0,54.0,2,0,0
technical,high,268,4,51.0,56.0,2,1,0
RandD,low,274,4,54.0,53.0,2,0,0
RandD,low,289,3,66.0,58.0,2,0,0
sales,medium,274,4,59.0,54.0,2,0,0
sales,high,268,3,45.0,48.0,2,0,0
sales,high,276,5,15.0,91.0,3,0,0
hr,low,257,3,95.0,53.0,3,0,0
support,medium,256,5,49.0,59.0,3,0,0
IT,medium,263,3,68.0,97.0,2,0,0
product_mng,medium,280,4,70.0,76.0,2,0,0
IT,medium,278,2,90.0,73.0,4,0,0
RandD,low,287,5,94.0,95.0,3,0,0
RandD,low,278,3,80.0,86.0,3,0,0
management,high,286,5,59.0,53.0,3,0,0
marketing,low,278,3,43.0,96.0,6,0,0
sales,high,279,5,70.0,54.0,3,0,0
sales,medium,268,4,51.0,62.0,3,0,0
sales,medium,284,4,12.0,49.0,5,0,0
sales,low,283,5,14.0,56.0,4,1,0
accounting,medium,264,4,86.0,91.0,3,0,0
accounting,low,271,3,97.0,50.0,3,0,0
hr,low,279,2,100.0,86.0,3,0,0
support,low,281,3,49.0,63.0,3,1,0
support,high,260,3,90.0,93.0,3,0,0
support,medium,259,4,82.0,89.0,2,0,0
support,medium,275,3,59.0,48.0,3,0,0
technical,medium,264,4,97.0,57.0,2,0,0
IT,medium,298,3,69.0,88.0,10,0,0
IT,low,274,3,73.0,84.0,8,0,0
IT,medium,285,2,48.0,74.0,8,1,0
product_mng,medium,286,4,94.0,49.0,8,0,0
product_mng,medium,288,3,74.0,73.0,8,0,0
product_mng,medium,268,4,65.0,63.0,8,0,0
IT,medium,289,4,93.0,94.0,6,0,0
RandD,medium,268,3,57.0,67.0,6,1,0
accounting,low,283,3,90.0,49.0,6,0,0
technical,high,255,4,55.0,86.0,6,0,0
sales,low,284,3,59.0,73.0,6,0,0
sales,medium,266,4,72.0,98.0,3,0,0
sales,medium,277,4,87.0,52.0,3,0,0
sales,medium,276,4,86.0,82.0,2,0,0
sales,medium,283,4,61.0,50.0,3,0,0
sales,low,267,5,45.0,63.0,5,0,0
hr,low,273,4,51.0,63.0,2,0,0
hr,low,282,4,87.0,92.0,3,0,0
hr,low,282,5,29.0,38.0,5,0,0
technical,low,282,3,57.0,64.0,3,0,0
technical,low,276,4,69.0,83.0,3,0,0
support,low,281,2,61.0,90.0,3,0,0
IT,medium,275,4,96.0,85.0,3,0,0
product_mng,medium,256,6,16.0,61.0,2,0,0
RandD,low,263,4,96.0,82.0,3,0,0
RandD,low,279,4,77.0,81.0,3,0,0
technical,low,273,6,85.0,87.0,5,0,0
sales,low,284,3,37.0,49.0,3,0,0
sales,medium,285,3,68.0,65.0,3,1,0
sales,medium,282,5,87.0,60.0,2,1,0
sales,medium,270,3,95.0,80.0,2,0,0
sales,medium,298,3,84.0,63.0,3,1,0
hr,low,276,2,44.0,51.0,4,0,0
technical,low,271,4,94.0,73.0,2,0,0
technical,low,278,5,85.0,94.0,4,0,0
support,low,276,2,75.0,51.0,2,1,0
support,low,269,5,76.0,67.0,3,0,0
support,low,278,4,13.0,97.0,6,0,0
support,medium,275,4,60.0,79.0,3,0,0
support,medium,258,4,45.0,55.0,2,0,0
IT,medium,280,2,49.0,100.0,4,1,0
IT,high,283,3,19.0,36.0,5,0,0
product_mng,medium,287,5,68.0,89.0,5,0,0
IT,low,283,5,53.0,91.0,3,0,0
support,low,266,5,100.0,77.0,3,0,0
sales,medium,274,3,99.0,86.0,2,0,0
sales,medium,279,6,29.0,75.0,10,0,0
sales,medium,264,4,54.0,83.0,8,1,0
sales,medium,296,6,25.0,90.0,8,0,0
accounting,low,265,4,71.0,76.0,8,0,0
hr,low,287,3,96.0,84.0,8,0,0
technical,low,263,4,80.0,90.0,8,0,0
technical,low,273,5,82.0,87.0,6,0,0
technical,low,255,6,19.0,97.0,6,0,0
technical,low,270,4,43.0,74.0,6,0,0
support,low,280,3,62.0,84.0,6,0,0
support,low,298,3,75.0,85.0,6,0,0
support,medium,258,5,56.0,48.0,2,1,0
technical,medium,277,4,88.0,91.0,4,0,0
technical,medium,272,4,63.0,57.0,3,0,0
IT,medium,276,3,75.0,93.0,2,0,0
IT,medium,290,4,74.0,100.0,4,0,0
product_mng,medium,282,3,55.0,68.0,3,1,0
product_mng,low,265,4,87.0,55.0,3,0,0
RandD,low,263,5,13.0,90.0,6,0,0
RandD,low,274,2,33.0,64.0,3,1,0
marketing,low,270,4,89.0,97.0,2,0,0
marketing,low,276,3,56.0,94.0,3,1,0
sales,low,285,3,95.0,61.0,2,1,0
sales,medium,272,4,57.0,59.0,2,0,0
sales,medium,265,3,72.0,53.0,3,0,0
sales,medium,268,4,28.0,44.0,2,0,0
sales,high,285,4,54.0,61.0,5,0,0
sales,medium,278,4,54.0,95.0,3,0,0
technical,medium,263,3,99.0,80.0,2,0,0
support,medium,261,2,37.0,69.0,3,0,0
support,medium,283,3,77.0,87.0,4,1,0
management,medium,285,4,70.0,88.0,2,0,0
IT,high,295,3,80.0,74.0,3,0,0
product_mng,high,256,3,52.0,63.0,3,0,0
product_mng,high,257,3,69.0,55.0,2,0,0
RandD,high,274,5,60.0,62.0,3,0,0
accounting,low,277,3,74.0,64.0,2,0,0
marketing,low,267,4,69.0,82.0,3,1,0
sales,medium,275,4,78.0,89.0,3,0,0
sales,medium,280,4,77.0,75.0,3,0,0
sales,medium,284,4,91.0,68.0,4,0,0
accounting,high,291,6,54.0,68.0,5,0,0
technical,low,284,6,48.0,77.0,6,0,0
technical,low,277,3,55.0,96.0,3,0,0
technical,medium,258,6,17.0,36.0,2,0,0
technical,medium,272,5,77.0,83.0,4,0,0
technical,medium,264,3,93.0,98.0,3,0,0
support,medium,264,4,65.0,91.0,5,1,0
support,medium,274,4,67.0,52.0,3,0,0
support,medium,264,3,95.0,88.0,3,0,0
support,medium,258,6,61.0,97.0,4,0,0
RandD,medium,286,4,57.0,39.0,3,0,0
RandD,medium,263,4,65.0,100.0,4,0,0
marketing,low,275,4,85.0,81.0,3,0,0
support,low,286,3,61.0,96.0,2,0,0
sales,low,286,6,65.0,90.0,4,1,0
sales,low,265,4,92.0,93.0,2,0,0
sales,high,269,2,37.0,41.0,3,0,0
sales,medium,260,5,48.0,77.0,2,0,0
hr,medium,269,5,82.0,91.0,2,0,0
hr,low,274,4,84.0,75.0,3,0,0
technical,low,248,2,57.0,46.0,6,1,0
technical,low,273,4,80.0,75.0,3,0,0
technical,low,241,4,49.0,91.0,4,0,0
technical,high,276,5,79.0,82.0,2,0,0
technical,high,264,3,48.0,67.0,2,0,0
management,medium,274,4,28.0,89.0,6,0,0
IT,medium,274,4,47.0,56.0,3,0,0
IT,medium,275,4,91.0,60.0,4,1,0
product_mng,medium,269,4,75.0,60.0,10,1,0
RandD,medium,281,3,61.0,89.0,10,0,0
marketing,low,280,3,47.0,79.0,10,0,0
sales,low,276,2,22.0,70.0,10,0,0
sales,low,283,4,50.0,48.0,10,0,0
sales,medium,262,3,56.0,87.0,10,0,0
sales,medium,273,4,84.0,85.0,10,0,0
sales,medium,287,4,69.0,72.0,2,1,0
accounting,low,266,3,53.0,64.0,2,0,0
hr,medium,287,4,17.0,57.0,3,0,0
